IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE,TOTAL_FLIGHTS,UNITED_FLIGHTS,DELTA_FLIGHTS,AMERICAN_FLIGHTS,OTHER_FLIGHTS,UNITED_IN_DELAY,DELTA_IN_DELAY,AMERICAN_IN_DELAY,OTHER_IN_DELAY,UNITED_OUT_DELAY,DELTA_OUT_DELAY,AMERICAN_OUT_DELAY,OTHER_OUT_DELAY
LSE,La Crosse Regional Airport,La Crosse,WI,USA,43.87938,-91.25654,3291,0,0,0,3291,0.0,0.0,0.0,1.837121212121212,0.0,0.0,0.0,1.5528146742567994
LWS,Lewiston-Nez Perce County Airport,Lewiston,ID,USA,46.3745,-117.01539,1175,0,0,0,1175,0.0,0.0,0.0,-6.544368600682594,0.0,0.0,0.0,-6.620748299319728
MAF,Midland International Airport,Midland,TX,USA,31.94253,-102.20191,15049,0,0,0,15049,0.0,0.0,0.0,7.73493479752917,0.0,0.0,0.0,5.734831770546056
MBS,MBS International Airport,Saginaw,MI,USA,43.53291,-84.07965,3441,0,0,0,3441,0.0,0.0,0.0,6.0138138138138135,0.0,0.0,0.0,4.881499395405078
MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391,77320,1198,10161,7612,58349,9.97457627118644,0.5658440276406713,4.149265687583444,6.005706134094151,9.01530612244898,0.6227497527200792,7.46886741814278,4.397257890524411
MCO,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603,221962,22576,30843,26118,142425,7.593413496051687,2.987967564739733,7.284972889233153,5.237193732193732,6.542161093131967,2.3964028776978417,7.854328265591064,7.85503944408054
MDT,Harrisburg International Airport,Harrisburg,PA,USA,40.1935,-76.7634,6571,1066,1852,97,3556,13.142314990512334,-0.7245119305856833,2.0416666666666665,5.172154823801271,4.478095238095238,-1.8869565217391304,-5.3125,4.068724519510774
MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242,161770,0,5050,0,156720,0.0,-0.5291533546325878,0.0,3.108958327849001,0.0,-1.1144457783113246,0.0,6.289055732024257
MEI,Meridian Regional Airport,Meridian,MS,USA,32.33313,-88.75121,1815,0,0,0,1815,0.0,0.0,0.0,9.599104143337064,0.0,0.0,0.0,7.734234234234234
MEM,Memphis International Airport,Memphis,TN,USA,35.04242,-89.97667,29539,226,8178,2014,19121,-2.1818181818181817,0.3493975903614458,6.313008130081301,7.385542168674699,12.91588785046729,-0.3241379310344827,8.607983623336745,6.087366027931147
MFE,McAllen-Miller International Airport (McAllen Miller International),McAllen,TX,USA,26.17583,-98.23861,6818,544,0,2902,3372,9.259541984732824,0.0,5.421316165951359,7.762430939226519,6.246212121212121,0.0,4.875802997858672,3.624923265807244
MFR,Rogue Valley International Airport,Medford,OR,USA,42.37423,-122.8735,4947,0,0,0,4947,0.0,0.0,0.0,4.737644151565074,0.0,0.0,0.0,4.451028806584362
MGM,Montgomery Regional Airport,Montgomery,AL,USA,32.30064,-86.39398,6342,0,0,0,6342,0.0,0.0,0.0,8.325536686959309,0.0,0.0,0.0,7.482458963630512
MHK,Manhattan Regional Airport,Manhattan,KS,USA,39.14097,-96.67083,3268,0,0,0,3268,0.0,0.0,0.0,4.776927979604844,0.0,0.0,0.0,2.968629961587708
MHT,Manchester-Boston Regional Airport,Manchester,NH,USA,42.93452,-71.43706,12584,0,895,0,11689,0.0,0.0474040632054176,0.0,7.724349964862966,0.0,-10.330316742081449,0.0,0.5233562488982901
MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056,138665,6344,17036,96588,18697,8.64418158567775,0.0655348450670782,6.263676263676263,8.480906007221797,4.766602192134107,3.8432142857142857,7.559364706376015,8.047613835376533
MKE,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658,59658,0,9307,2500,47851,0.0,-0.7096427034007748,0.0492610837438423,4.791764756238496,0.0,1.0878101402373248,0.9281585466556564,2.9526708394066707
MKG,Muskegon County Airport,Muskegon,MI,USA,43.16949,-86.23822,1334,0,0,0,1334,0.0,0.0,0.0,6.615883306320908,0.0,0.0,0.0,6.600323624595469
MLB,Melbourne International Airport,Melbourne,FL,USA,28.10275,-80.64581,2664,0,2522,0,142,0.0,1.7903097696584591,0.0,20.705882352941178,0.0,1.342902711323764,0.0,17.455882352941178
MLI,Quad City International Airport,Moline,IL,USA,41.44853,-90.50754,7554,0,0,0,7554,0.0,0.0,0.0,6.808815426997245,0.0,0.0,0.0,7.193699917104173
MLU,Monroe Regional Airport,Monroe,LA,USA,32.51087,-92.03769,5923,0,0,0,5923,0.0,0.0,0.0,6.726768377253814,0.0,0.0,0.0,7.462795549374131
MMH,Mammoth Yosemite Airport,Mammoth Lakes,CA,USA,37.62405,-118.83777,312,0,0,0,312,0.0,0.0,0.0,8.878571428571428,0.0,0.0,0.0,7.928571428571429
MOB,Mobile Regional Airport,Mobile,AL,USA,30.69142,-88.24283,10035,0,909,0,9126,0.0,6.561674008810573,0.0,7.319578380802871,0.0,2.944933920704846,0.0,7.596944506852393
MOT,Minot International Airport,Minot,ND,USA,48.25938,-101.28033,3700,0,8,0,3692,0.0,-7.75,0.0,4.219579646017699,0.0,-7.75,0.0,2.8981277533039647
MQT,Sawyer International Airport,Marquette,MI,USA,46.35364,-87.39536,609,0,0,0,609,0.0,0.0,0.0,16.152027027027028,0.0,0.0,0.0,2.222972972972973
MRY,Monterey Regional Airport (Monterey Peninsula Airport),Monterey,CA,USA,36.58698,-121.84295,5948,0,0,0,5948,0.0,0.0,0.0,5.394251242015614,0.0,0.0,0.0,6.208392101551481
MSN,Dane County Regional Airport,Madison,WI,USA,43.13986,-89.33751,18264,1052,5052,0,12160,7.0549019607843135,0.2065001981767736,0.0,5.521940349674323,3.233201581027668,-0.7824533545057563,0.0,4.673729543496985
MSO,Missoula International Airport,Missoula,MT,USA,46.91631,-114.09056,4154,0,1195,0,2959,0.0,-2.4731543624161074,0.0,0.2080766598220397,0.0,-3.509212730318258,0.0,-0.4203296703296703
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692,224245,6420,111846,10973,95006,7.959886291850916,0.1335761446820726,4.088099204145845,6.83830404987084,5.782388343363953,-0.8581475036328735,4.181666357394693,4.822848956551488
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803,77606,9013,13926,7588,47079,6.356662180349932,-0.7208864426419467,5.170503211991434,4.825322997416021,5.041554357592093,2.104821195888229,2.631748589846897,4.196940973718225
MTJ,Montrose Regional Airport,Montrose,CO,USA,38.50887,-107.89383,2000,148,70,62,1720,10.835616438356164,-1.3428571428571427,15.586206896551724,8.686157517899762,8.875,17.228571428571428,16.357142857142858,0.9037304452466908
MVY,Martha's Vineyard Airport,Marthas Vineyard,MA,USA,41.39303,-70.61433,410,0,0,0,410,0.0,0.0,0.0,1.7853658536585366,0.0,0.0,0.0,12.980487804878049
MYR,Myrtle Beach International Airport,Myrtle Beach,SC,USA,33.67975,-78.92833,9661,0,1711,0,7950,0.0,3.064629847238543,0.0,8.883642930856553,0.0,-3.338425381903643,0.0,9.993804852865257
OAJ,Albert J. Ellis Airport,Jacksonville,NC,USA,34.82916,-77.61214,2272,0,0,0,2272,0.0,0.0,0.0,10.025,0.0,0.0,0.0,9.36762075134168
OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072,84629,0,1839,599,82191,0.0,-3.7845484221980414,1.49,4.923592062668347,0.0,-2.8833151581243186,-0.9665551839464884,6.92670506513732
OGG,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046,41265,4302,1934,3160,31869,8.861971830985915,6.855072463768116,10.91234804862444,0.6852855881982095,2.788899430740038,8.466110531803963,-3.0704676489429854,0.8040885860306644
OKC,Will Rogers World Airport,Oklahoma City,OK,USA,35.39309,-97.60073,32291,1177,2987,3385,24742,3.7084048027444254,-2.4343434343434343,7.710127349909036,8.52210561110652,4.590753424657534,-1.311740890688259,2.2116434202547,6.26386359874193
OMA,Eppley Airfield,Omaha,NE,USA,41.30252,-95.89417,33505,2266,4334,3146,23759,13.058035714285714,-0.6253469010175763,2.982421875,5.708104866346813,11.193923145665773,-0.9055555555555556,3.4781188765512736,3.893139614855571
OME,Nome Airport,Nome,AK,USA,64.5122,-165.44525,1326,0,0,0,1326,0.0,0.0,0.0,6.31629392971246,0.0,0.0,0.0,7.890822784810126
ONT,Ontario International Airport,Ontario,CA,USA,34.056,-117.60119,35957,0,422,3900,31635,0.0,-1.3554502369668249,5.236951983298539,6.660373748325786,0.0,-6.777251184834123,2.9564304461942257,4.431163355267361
ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,571790,118946,13925,101481,337438,6.1055159590951344,5.175289017341041,3.3371346681737446,8.93712882948783,11.912114299435707,7.518936108701937,4.404746050003027,8.739052764316092
ORF,Norfolk International Airport,Norfolk,VA,USA,36.89461,-76.20122,18749,208,5452,2063,11026,8.782178217821782,0.7003329633740288,5.455172413793103,8.932603360392674,-2.5454545454545454,-1.567878338278932,4.020854021847071,7.008898144642181
ORH,Worcester Regional Airport,Worcester,MA,USA,42.26734,-71.87571,1331,0,0,0,1331,0.0,0.0,0.0,0.4889937106918239,0.0,0.0,0.0,0.9541139240506328
OTH,Southwest Oregon Regional Airport (North Bend Municipal),North Bend,OR,USA,43.41714,-124.24603,550,0,0,0,550,0.0,0.0,0.0,16.7406015037594,0.0,0.0,0.0,14.333333333333334
OTZ,Ralph Wien Memorial Airport,Kotzebue,AK,USA,66.88468,-162.59855,1326,0,0,0,1326,0.0,0.0,0.0,2.8072100313479624,0.0,0.0,0.0,6.57345971563981
PAH,Barkley Regional Airport,Paducah,KY,USA,37.06083,-88.77375,1332,0,0,0,1332,0.0,0.0,0.0,6.096153846153846,0.0,0.0,0.0,5.966237942122186
PBG,Plattsburgh International Airport,Plattsburgh,NY,USA,44.65198,-73.46823,563,0,0,0,563,0.0,0.0,0.0,15.288256227758009,0.0,0.0,0.0,9.49640287769784
PBI,Palm Beach International Airport,West Palm Beach,FL,USA,26.68316,-80.09559,45147,4182,11411,5845,23709,8.17081503172279,1.4967262431428066,4.157876474670368,9.91913282863042,8.282000980872978,5.233256351039261,1.3794782608695653,10.813993615736347
PDX,Portland International Airport,Portland,OR,USA,45.58872,-122.5975,94166,10474,10862,5446,67384,6.070107858243452,0.4633831396421324,2.9437616387337058,1.0769001134396083,1.1766409266409266,-0.8395130049806309,4.125,1.3054825609173435
PHF,Newport News/Williamsburg International Airport,Newport News,VA,USA,37.1319,-76.49299,2527,0,168,0,2359,0.0,6.243902439024391,0.0,7.642241379310345,0.0,5.814814814814815,0.0,9.14198606271777
PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114,132038,7411,13140,42174,69313,9.0159122085048,4.467647960748237,1.06925991654276,7.369820288133076,4.432037496553626,1.5527730834229527,1.0881183851348115,6.98093911187526
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,293627,10942,13831,56431,212423,7.020114412253183,-1.3841242199970976,0.5050797739142877,3.6221435774492456,1.2079098133431898,-2.335318901641726,3.2725552500981827,5.294644129635436
PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,USA,40.66424,-89.69331,9331,0,0,0,9331,0.0,0.0,0.0,3.4570095534325707,0.0,0.0,0.0,6.189977728285078
PIB,Hattiesburg-Laurel Regional Airport,Hattiesburg-Laurel,MS,USA,31.46715,-89.33706,1146,0,0,0,1146,0.0,0.0,0.0,4.037433155080214,0.0,0.0,0.0,8.72113676731794
PIH,Pocatello Regional Airport,Pocatello,ID,USA,42.91131,-112.59586,1308,0,0,0,1308,0.0,0.0,0.0,-0.5892307692307692,0.0,0.0,0.0,2.579754601226994
PIT,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287,48239,4547,6995,6632,30065,5.179590017825312,0.6266857962697274,2.1235544735240413,6.418740253576513,-0.9226296958855098,-2.1695451928612552,-3.153516819571865,-0.5705630063312683
PLN,Pellston Regional Airport of Emmet County,Pellston,MI,USA,45.57093,-84.79672,1505,0,0,0,1505,0.0,0.0,0.0,7.116279069767442,0.0,0.0,0.0,7.594520547945206
PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,USA,30.47331,-87.18744,13068,0,4530,622,7916,0.0,2.165925266903914,6.525974025974026,7.255705394190872,0.0,-1.4706666666666666,16.41967213114754,5.521569646569646
PPG,Pago Pago International Airport (Tafuna Airport),Pago Pago,AS,USA,14.33102,-170.71053,214,0,0,0,214,0.0,0.0,0.0,7.401869158878505,0.0,0.0,0.0,21.5
PSC,Tri-Cities Airport,Pasco,WA,USA,46.26468,-119.11903,4868,0,609,0,4259,0.0,-0.0098360655737704,0.0,4.798949379178605,0.0,-4.059210526315789,0.0,1.2751196172248804
PSE,Mercedita Airport,Ponce,PR,USA,18.0083,-66.56301,1500,0,0,0,1500,0.0,0.0,0.0,10.048846675712348,0.0,0.0,0.0,-4.405149051490515
PSG,Petersburg James A. Johnson Airport,Petersburg,AK,USA,56.80165,-132.94528,1328,0,0,0,1328,0.0,0.0,0.0,7.222052067381317,0.0,0.0,0.0,5.496932515337424
PSP,Palm Springs International Airport,Palm Springs,CA,USA,33.82922,-116.50625,17975,918,310,1961,14786,-0.2800875273522976,-7.103225806451613,5.159541188738269,4.714363661164916,3.004385964912281,7.411764705882353,1.9411146161934805,6.695277207392198
PUB,Pueblo Memorial Airport,Pueblo,CO,USA,38.28909,-104.49657,528,0,0,0,528,0.0,0.0,0.0,-0.9450980392156862,0.0,0.0,0.0,2.2213438735177866
